id_poca,lat_inicial,lng_inicial,current_speed,current_dir,horas,lat_prevista,lng_prevista
10,-28.664707703273052,-30.066161273139038,0.11559837695963955,138.21286970845708,2,-28.683602114177518,-30.056518963287665
10,-28.664707703273052,-30.066161273139038,0.11559837695963955,138.21286970845708,4,-28.66577249140245,-30.06642665256523
10,-28.664707703273052,-30.066161273139038,0.11559837695963955,138.21286970845708,6,-28.665864861750908,-30.04233829180911
10,-28.664707703273052,-30.066161273139038,0.11559837695963955,138.21286970845708,8,-28.678499862210032,-30.02914386407247
3,-16.979121384275317,-40.84046264336123,0.4052209091890593,48.431156750272535,2,-16.98246382271747,-40.810014303802966
3,-16.979121384275317,-40.84046264336123,0.4052209091890593,48.431156750272535,4,-16.949556208995247,-40.80676115444796
3,-16.979121384275317,-40.84046264336123,0.4052209091890593,48.431156750272535,6,-16.925644925619306,-40.7819989319583
3,-16.979121384275317,-40.84046264336123,0.4052209091890593,48.431156750272535,8,-16.905825808516045,-40.76987658348927
6,-23.500693905394577,-46.21244279797505,0.3747243023172847,304.7839023117444,2,-23.48029182264519,-46.24270651963256
6,-23.500693905394577,-46.21244279797505,0.3747243023172847,304.7839023117444,4,-23.459503335523355,-46.25931725338599
6,-23.500693905394577,-46.21244279797505,0.3747243023172847,304.7839023117444,6,-23.44564485840946,-46.27569967096188
6,-23.500693905394577,-46.21244279797505,0.3747243023172847,304.7839023117444,8,-23.434878565514847,-46.303529943698194
5,-26.73252959198684,-36.98136787427757,0.45078092588463003,140.40054023937617,2,-26.76184018499181,-36.95514502581236
5,-26.73252959198684,-36.98136787427757,0.45078092588463003,140.40054023937617,4,-26.760399965206354,-36.94119017841835
5,-26.73252959198684,-36.98136787427757,0.45078092588463003,140.40054023937617,6,-26.77823692858368,-36.9380061040433
5,-26.73252959198684,-36.98136787427757,0.45078092588463003,140.40054023937617,8,-26.81804403681153,-36.89468372210789
3,-20.47585410884258,-49.73991463353109,0.6157290540212377,136.87520237073673,2,-20.505045976923213,-49.72402286728315
3,-20.47585410884258,-49.73991463353109,0.6157290540212377,136.87520237073673,4,-20.5388567666973,-49.67743453240059
3,-20.47585410884258,-49.73991463353109,0.6157290540212377,136.87520237073673,6,-20.557150916183137,-49.653666603191326
3,-20.47585410884258,-49.73991463353109,0.6157290540212377,136.87520237073673,8,-20.58795156585795,-49.60836267117303
7,-25.632176452874965,-31.017276955200128,0.7020328519453465,318.9997332705203,2,-25.606203934042576,-31.06285721324094
7,-25.632176452874965,-31.017276955200128,0.7020328519453465,318.9997332705203,4,-25.55726918794287,-31.076133573724732
7,-25.632176452874965,-31.017276955200128,0.7020328519453465,318.9997332705203,6,-25.52905471103296,-31.11725945086513
7,-25.632176452874965,-31.017276955200128,0.7020328519453465,318.9997332705203,8,-25.50936659125032,-31.149974662071482
8,-21.22291847770524,-44.788924127024,0.6818428795667513,254.20526117312065,2,-21.235858127576236,-44.83984242221782
8,-21.22291847770524,-44.788924127024,0.6818428795667513,254.20526117312065,4,-21.24459520079818,-44.90771669318448
8,-21.22291847770524,-44.788924127024,0.6818428795667513,254.20526117312065,6,-21.261275966588457,-44.918296770765096
8,-21.22291847770524,-44.788924127024,0.6818428795667513,254.20526117312065,8,-21.279662212132948,-44.95420741781085
1,-23.237947948564933,-35.84483912666717,0.24499733660819267,295.0284068367612,2,-23.24767189014205,-35.86263851218601
1,-23.237947948564933,-35.84483912666717,0.24499733660819267,295.0284068367612,4,-23.21301227730282,-35.87761453763384
1,-23.237947948564933,-35.84483912666717,0.24499733660819267,295.0284068367612,6,-23.218538822063238,-35.90693063014069
1,-23.237947948564933,-35.84483912666717,0.24499733660819267,295.0284068367612,8,-23.22807920120634,-35.904693547048666
4,-26.75738642822801,-39.40668648505037,0.3180613747796327,183.00691021675016,2,-26.77287993301686,-39.41763294018677
4,-26.75738642822801,-39.40668648505037,0.3180613747796327,183.00691021675016,4,-26.817038622749628,-39.40387649206824
4,-26.75738642822801,-39.40668648505037,0.3180613747796327,183.00691021675016,6,-26.80238710279766,-39.39650465960112
4,-26.75738642822801,-39.40668648505037,0.3180613747796327,183.00691021675016,8,-26.823264260291534,-39.3970347112195
9,-19.363111463123488,-38.162829854788484,0.3469274235969203,281.13314045091386,2,-19.36779093871909,-38.18693815003622
9,-19.363111463123488,-38.162829854788484,0.3469274235969203,281.13314045091386,4,-19.355869988611175,-38.2024962350197
9,-19.363111463123488,-38.162829854788484,0.3469274235969203,281.13314045091386,6,-19.35612656251475,-38.24979371655814
9,-19.363111463123488,-38.162829854788484,0.3469274235969203,281.13314045091386,8,-19.337361434210948,-38.27398096801853
6,-26.60604337719097,-44.33725708291954,0.5068280083972849,228.87830844471543,2,-26.628777948896314,-44.35712884107534
6,-26.60604337719097,-44.33725708291954,0.5068280083972849,228.87830844471543,4,-26.65460846734628,-44.39069611405005
6,-26.60604337719097,-44.33725708291954,0.5068280083972849,228.87830844471543,6,-26.681848210542135,-44.42637919681381
6,-26.60604337719097,-44.33725708291954,0.5068280083972849,228.87830844471543,8,-26.689901457718012,-44.46169169389036
4,-28.38535108139935,-34.50832758678193,0.9219399124854973,120.27947200497239,2,-28.41845677595045,-34.445054972160314
4,-28.38535108139935,-34.50832758678193,0.9219399124854973,120.27947200497239,4,-28.44266828855127,-34.392966826410195
4,-28.38535108139935,-34.50832758678193,0.9219399124854973,120.27947200497239,6,-28.47267143275264,-34.340395040706774
4,-28.38535108139935,-34.50832758678193,0.9219399124854973,120.27947200497239,8,-28.495589968300205,-34.286101804290695
3,-18.070523990902263,-49.937750244435804,0.5332586548090298,171.46038379697305,2,-18.10384570404911,-49.93694263435178
3,-18.070523990902263,-49.937750244435804,0.5332586548090298,171.46038379697305,4,-18.132072543572786,-49.91676292781186
3,-18.070523990902263,-49.937750244435804,0.5332586548090298,171.46038379697305,6,-18.158280738553422,-49.910638683592616
3,-18.070523990902263,-49.937750244435804,0.5332586548090298,171.46038379697305,8,-18.220671122150428,-49.90296233742646
9,-20.123543509300326,-36.33812468699921,0.693995213460138,220.46889046115953,2,-20.144963332647805,-36.3690779130439
9,-20.123543509300326,-36.33812468699921,0.693995213460138,220.46889046115953,4,-20.20301815944261,-36.39845381500007
9,-20.123543509300326,-36.33812468699921,0.693995213460138,220.46889046115953,6,-20.23149015330559,-36.4250381424222
9,-20.123543509300326,-36.33812468699921,0.693995213460138,220.46889046115953,8,-20.259413096339838,-36.45502050566803
8,-17.040590937984504,-48.80899908237004,0.3800232447581525,219.92851362027406,2,-17.062332153113843,-48.82640635673647
8,-17.040590937984504,-48.80899908237004,0.3800232447581525,219.92851362027406,4,-17.090516053120997,-48.841154014945985
8,-17.040590937984504,-48.80899908237004,0.3800232447581525,219.92851362027406,6,-17.091234575027503,-48.85790147582476
8,-17.040590937984504,-48.80899908237004,0.3800232447581525,219.92851362027406,8,-17.11614368457433,-48.863124213721164
3,-22.131223428442517,-34.31731969387665,0.6636956734245079,324.5222774508988,2,-22.10123282086337,-34.35302667133595
3,-22.131223428442517,-34.31731969387665,0.6636956734245079,324.5222774508988,4,-22.06325542231242,-34.36387809184688
3,-22.131223428442517,-34.31731969387665,0.6636956734245079,324.5222774508988,6,-22.026450776184515,-34.41638004936488
3,-22.131223428442517,-34.31731969387665,0.6636956734245079,324.5222774508988,8,-22.012996440230072,-34.42386965297875
1,-23.35281939092331,-47.29311510450811,0.19043588271031595,236.39489189204969,2,-23.349167578917864,-47.302977267044305
1,-23.35281939092331,-47.29311510450811,0.19043588271031595,236.39489189204969,4,-23.353404671674575,-47.30966018558509
1,-23.35281939092331,-47.29311510450811,0.19043588271031595,236.39489189204969,6,-23.37899678736342,-47.33669729899763
1,-23.35281939092331,-47.29311510450811,0.19043588271031595,236.39489189204969,8,-23.367314096650723,-47.34954423273824
4,-22.615072457807866,-49.149354352724856,0.21670796921318278,305.5788717178024,2,-22.617174788249436,-49.15770110611706
4,-22.615072457807866,-49.149354352724856,0.21670796921318278,305.5788717178024,4,-22.592832645648063,-49.1665449731347
4,-22.615072457807866,-49.149354352724856,0.21670796921318278,305.5788717178024,6,-22.580080714366183,-49.16430580248914
4,-22.615072457807866,-49.149354352724856,0.21670796921318278,305.5788717178024,8,-22.596127471355157,-49.201687367174266
4,-29.599552141644768,-42.79116142575741,0.7869525659527653,195.58143552971572,2,-29.664811626253393,-42.79472736505625
4,-29.599552141644768,-42.79116142575741,0.7869525659527653,195.58143552971572,4,-29.703217855801803,-42.81088499739968
4,-29.599552141644768,-42.79116142575741,0.7869525659527653,195.58143552971572,6,-29.755764296794183,-42.84848241065459
4,-29.599552141644768,-42.79116142575741,0.7869525659527653,195.58143552971572,8,-29.81838156565292,-42.85297631642085
8,-25.425580635159516,-37.69868199464291,0.9172895701447928,2.0213136240280383,2,-25.362777045711088,-37.69803362825582
8,-25.425580635159516,-37.69868199464291,0.9172895701447928,2.0213136240280383,4,-25.295896792819445,-37.69258745315347
8,-25.425580635159516,-37.69868199464291,0.9172895701447928,2.0213136240280383,6,-25.251089277577282,-37.68267823808067
8,-25.425580635159516,-37.69868199464291,0.9172895701447928,2.0213136240280383,8,-25.199113002681358,-37.689336663249684
2,-23.851312063781943,-43.08612122402404,0.7595936744118668,58.753465687833305,2,-23.81878348157684,-43.0303379410832
2,-23.851312063781943,-43.08612122402404,0.7595936744118668,58.753465687833305,4,-23.8059225671289,-42.97866480903406
2,-23.851312063781943,-43.08612122402404,0.7595936744118668,58.753465687833305,6,-23.781296040349336,-42.944281957397536
2,-23.851312063781943,-43.08612122402404,0.7595936744118668,58.753465687833305,8,-23.75803471602725,-42.87883403955669
4,-11.847010529668818,-36.4783940333946,0.5060747910937262,328.6601123712541,2,-11.818775615754936,-36.49416080003844
4,-11.847010529668818,-36.4783940333946,0.5060747910937262,328.6601123712541,4,-11.790789108918455,-36.514771056563106
4,-11.847010529668818,-36.4783940333946,0.5060747910937262,328.6601123712541,6,-11.756388680274407,-36.52870386020282
4,-11.847010529668818,-36.4783940333946,0.5060747910937262,328.6601123712541,8,-11.72965666367361,-36.54211243402886
7,-18.178430617222315,-36.85659997820274,0.3586944086510891,303.19838056155083,2,-18.159362098527396,-36.87456418777002
7,-18.178430617222315,-36.85659997820274,0.3586944086510891,303.19838056155083,4,-18.147787116580105,-36.90705424875181
7,-18.178430617222315,-36.85659997820274,0.3586944086510891,303.19838056155083,6,-18.134575016943906,-36.90901790437059
7,-18.178430617222315,-36.85659997820274,0.3586944086510891,303.19838056155083,8,-18.130569351327143,-36.946187579549026
9,-21.366444624605215,-37.28060564528174,0.18652714789135164,214.6715545947731,2,-21.374145097898214,-37.29395446361022
9,-21.366444624605215,-37.28060564528174,0.18652714789135164,214.6715545947731,4,-21.396337908378868,-37.29106981413702
9,-21.366444624605215,-37.28060564528174,0.18652714789135164,214.6715545947731,6,-21.386092789590116,-37.29588182936524
9,-21.366444624605215,-37.28060564528174,0.18652714789135164,214.6715545947731,8,-21.399797423549447,-37.31909101003782
4,-29.17544351603122,-46.23321430439113,0.58597966444355,269.036993756453,2,-29.19535992965872,-46.26932713794155
4,-29.17544351603122,-46.23321430439113,0.58597966444355,269.036993756453,4,-29.196599783740346,-46.32666777394026
4,-29.17544351603122,-46.23321430439113,0.58597966444355,269.036993756453,6,-29.16732650136092,-46.34845607668388
4,-29.17544351603122,-46.23321430439113,0.58597966444355,269.036993756453,8,-29.18183925367834,-46.41953569606524
3,-27.202602060088235,-45.70585918814225,0.7262303868240579,19.779747365553803,2,-27.15253385568298,-45.667338685281514
3,-27.202602060088235,-45.70585918814225,0.7262303868240579,19.779747365553803,4,-27.111285696057983,-45.656484913047585
3,-27.202602060088235,-45.70585918814225,0.7262303868240579,19.779747365553803,6,-27.07675247561588,-45.65533649300587
3,-27.202602060088235,-45.70585918814225,0.7262303868240579,19.779747365553803,8,-27.024151133800334,-45.63164065530711
7,-20.08700086106508,-35.06282355545747,0.7103131708255661,43.959777666813636,2,-20.049648987335537,-35.037820152718226
7,-20.08700086106508,-35.06282355545747,0.7103131708255661,43.959777666813636,4,-20.012152478962193,-34.99296110350176
7,-20.08700086106508,-35.06282355545747,0.7103131708255661,43.959777666813636,6,-19.991066210369098,-34.96309770079673
7,-20.08700086106508,-35.06282355545747,0.7103131708255661,43.959777666813636,8,-19.949302957487326,-34.94320488118013
7,-23.487222262003154,-49.90156269893729,0.31336340018152137,234.2805567871217,2,-23.483868086381783,-49.9326424686952
7,-23.487222262003154,-49.90156269893729,0.31336340018152137,234.2805567871217,4,-23.49650242806839,-49.93670745911787
7,-23.487222262003154,-49.90156269893729,0.31336340018152137,234.2805567871217,6,-23.52294247516815,-49.944733982141976
7,-23.487222262003154,-49.90156269893729,0.31336340018152137,234.2805567871217,8,-23.53004365707679,-49.97704547406107
9,-11.195239775443145,-36.34859266771199,0.6841762339014806,309.0998165868408,2,-11.17283596947622,-36.369559684456654
9,-11.195239775443145,-36.34859266771199,0.6841762339014806,309.0998165868408,4,-11.15143362358623,-36.41901783485886
9,-11.195239775443145,-36.34859266771199,0.6841762339014806,309.0998165868408,6,-11.115001246850182,-36.439264514425794
9,-11.195239775443145,-36.34859266771199,0.6841762339014806,309.0998165868408,8,-11.069530954889919,-36.50073282054299
7,-14.7905448918112,-46.99181553255125,0.40193005350695127,258.7379410795694,2,-14.814438411371508,-47.03494313089038
7,-14.7905448918112,-46.99181553255125,0.40193005350695127,258.7379410795694,4,-14.790244814466893,-47.04216622823747
7,-14.7905448918112,-46.99181553255125,0.40193005350695127,258.7379410795694,6,-14.808516502536241,-47.06249899318202
7,-14.7905448918112,-46.99181553255125,0.40193005350695127,258.7379410795694,8,-14.813163977004848,-47.09799754944201
4,-16.78733202553194,-43.48064055213365,0.38681639337649265,72.98852706798353,2,-16.781300120462394,-43.460244555057564
4,-16.78733202553194,-43.48064055213365,0.38681639337649265,72.98852706798353,4,-16.7684035691916,-43.426391696216456
4,-16.78733202553194,-43.48064055213365,0.38681639337649265,72.98852706798353,6,-16.75425445878163,-43.41853538675128
4,-16.78733202553194,-43.48064055213365,0.38681639337649265,72.98852706798353,8,-16.762082997974705,-43.41091610406057
9,-29.058465670874035,-47.91744087513674,0.5283465629759059,313.39422879049334,2,-29.020961053610286,-47.94831975203514
9,-29.058465670874035,-47.91744087513674,0.5283465629759059,313.39422879049334,4,-29.010431426666084,-47.973602414776494
9,-29.058465670874035,-47.91744087513674,0.5283465629759059,313.39422879049334,6,-28.988443230917426,-48.004922838613304
9,-29.058465670874035,-47.91744087513674,0.5283465629759059,313.39422879049334,8,-28.965760903357676,-48.028446790104155
8,-28.85188003771304,-42.28647197024582,0.6893019607947873,244.50476438651788,2,-28.879441405610947,-42.317651101411776
8,-28.85188003771304,-42.28647197024582,0.6893019607947873,244.50476438651788,4,-28.892923862188148,-42.361815685183345
8,-28.85188003771304,-42.28647197024582,0.6893019607947873,244.50476438651788,6,-28.914596999440423,-42.42893455158944
8,-28.85188003771304,-42.28647197024582,0.6893019607947873,244.50476438651788,8,-28.92725997004693,-42.46866428218922
7,-22.57695323825066,-46.91522962956615,0.8701850606787689,314.8243110178548,2,-22.536206154542697,-46.96139364446355
7,-22.57695323825066,-46.91522962956615,0.8701850606787689,314.8243110178548,4,-22.482618202372734,-46.994585502596806
7,-22.57695323825066,-46.91522962956615,0.8701850606787689,314.8243110178548,6,-22.457701800827845,-47.04670447642146
7,-22.57695323825066,-46.91522962956615,0.8701850606787689,314.8243110178548,8,-22.422085352614527,-47.07696434626558
3,-17.238231160375232,-48.86409676633134,0.3191651445751397,188.23163677757628,2,-17.262236741307177,-48.8629675918615
3,-17.238231160375232,-48.86409676633134,0.3191651445751397,188.23163677757628,4,-17.286513181348493,-48.87539176399514
3,-17.238231160375232,-48.86409676633134,0.3191651445751397,188.23163677757628,6,-17.282845194833463,-48.883443931774856
3,-17.238231160375232,-48.86409676633134,0.3191651445751397,188.23163677757628,8,-17.306965773167413,-48.88606230943694
3,-13.973396816558253,-33.97029862302756,0.8105744472321524,325.38274860059744,2,-13.931279469452019,-33.99714520385528
3,-13.973396816558253,-33.97029862302756,0.8105744472321524,325.38274860059744,4,-13.88758438993877,-34.033821626487374
3,-13.973396816558253,-33.97029862302756,0.8105744472321524,325.38274860059744,6,-13.84555696750924,-34.06091616386213
3,-13.973396816558253,-33.97029862302756,0.8105744472321524,325.38274860059744,8,-13.786732645594823,-34.10353828970879
3,-15.874912413672554,-40.03690572690186,0.012121116749517151,343.37857912536776,2,-15.85800846694338,-40.04312284464084
3,-15.874912413672554,-40.03690572690186,0.012121116749517151,343.37857912536776,4,-15.86873038468163,-40.05375423223218
3,-15.874912413672554,-40.03690572690186,0.012121116749517151,343.37857912536776,6,-15.872969433483629,-40.03378371596276
3,-15.874912413672554,-40.03690572690186,0.012121116749517151,343.37857912536776,8,-15.883532592197644,-40.02957212445208
2,-28.294491162319332,-35.51540673450879,0.6622514977879279,216.3859333591958,2,-28.318598534960923,-35.55414689031623
2,-28.294491162319332,-35.51540673450879,0.6622514977879279,216.3859333591958,4,-28.364959346896395,-35.58312464436458
2,-28.294491162319332,-35.51540673450879,0.6622514977879279,216.3859333591958,6,-28.40379260589878,-35.59872566085574
2,-28.294491162319332,-35.51540673450879,0.6622514977879279,216.3859333591958,8,-28.435647305580765,-35.64170058289697
9,-29.095141428765494,-47.49066709651427,0.053236364652637765,203.51929892989747,2,-29.093450508041187,-47.476233022994855
9,-29.095141428765494,-47.49066709651427,0.053236364652637765,203.51929892989747,4,-29.080100070024756,-47.50921431767171
9,-29.095141428765494,-47.49066709651427,0.053236364652637765,203.51929892989747,6,-29.1150129039733,-47.50452547218389
9,-29.095141428765494,-47.49066709651427,0.053236364652637765,203.51929892989747,8,-29.105105084617204,-47.49890159122286
10,-17.757850105663316,-39.790789182007586,0.3550037876912623,103.11157205412819,2,-17.755164657064153,-39.76740480092648
10,-17.757850105663316,-39.790789182007586,0.3550037876912623,103.11157205412819,4,-17.774655179727922,-39.73785783805598
10,-17.757850105663316,-39.790789182007586,0.3550037876912623,103.11157205412819,6,-17.806149343978127,-39.72282472191071
10,-17.757850105663316,-39.790789182007586,0.3550037876912623,103.11157205412819,8,-17.782588058718318,-39.70288208835464
2,-13.099141490981744,-49.40901206296397,0.08179997859502372,128.26654725665333,2,-13.092197548717774,-49.40663484170903
2,-13.099141490981744,-49.40901206296397,0.08179997859502372,128.26654725665333,4,-13.114946610183038,-49.402435384595876
2,-13.099141490981744,-49.40901206296397,0.08179997859502372,128.26654725665333,6,-13.12200981364694,-49.375355359058965
2,-13.099141490981744,-49.40901206296397,0.08179997859502372,128.26654725665333,8,-13.109866626673533,-49.394576628182115
7,-12.908284593814688,-40.389396507221235,0.7664098571901715,174.16360003313568,2,-12.943139010585627,-40.40265187989692
7,-12.908284593814688,-40.389396507221235,0.7664098571901715,174.16360003313568,4,-13.012438418123416,-40.37591136921521
7,-12.908284593814688,-40.389396507221235,0.7664098571901715,174.16360003313568,6,-13.051365764407265,-40.361632414248014
7,-12.908284593814688,-40.389396507221235,0.7664098571901715,174.16360003313568,8,-13.09925444290285,-40.377411456899225
9,-11.90312384955741,-46.4791910546415,0.3085167696789444,242.89247678194158,2,-11.90423645996143,-46.502246751710906
9,-11.90312384955741,-46.4791910546415,0.3085167696789444,242.89247678194158,4,-11.92289231094594,-46.514478623036716
9,-11.90312384955741,-46.4791910546415,0.3085167696789444,242.89247678194158,6,-11.937570675566695,-46.52544878860037
9,-11.90312384955741,-46.4791910546415,0.3085167696789444,242.89247678194158,8,-11.927534784826975,-46.56490352244227
1,-21.84699357964947,-47.93495639866832,0.4362625388870081,302.4359461099055,2,-21.830324149317416,-47.95415256920789
1,-21.84699357964947,-47.93495639866832,0.4362625388870081,302.4359461099055,4,-21.816823283097936,-47.99631339675608
1,-21.84699357964947,-47.93495639866832,0.4362625388870081,302.4359461099055,6,-21.79800621906459,-48.01083776737409
1,-21.84699357964947,-47.93495639866832,0.4362625388870081,302.4359461099055,8,-21.79677548388163,-48.03251567943216
10,-12.878795024312701,-34.67751346579678,0.9112750308182129,74.32997290226888,2,-12.878994205695328,-34.6421734358271
10,-12.878795024312701,-34.67751346579678,0.9112750308182129,74.32997290226888,4,-12.841295752511753,-34.53845854784815
10,-12.878795024312701,-34.67751346579678,0.9112750308182129,74.32997290226888,6,-12.834748372537819,-34.4982548613188
10,-12.878795024312701,-34.67751346579678,0.9112750308182129,74.32997290226888,8,-12.815836925140275,-34.45747795488662
6,-22.70875254750262,-31.04718342945319,0.16236902308782084,180.21101848103052,2,-22.70328395505916,-31.050791981924753
6,-22.70875254750262,-31.04718342945319,0.16236902308782084,180.21101848103052,4,-22.718015884602806,-31.058814924948695
6,-22.70875254750262,-31.04718342945319,0.16236902308782084,180.21101848103052,6,-22.742180565058543,-31.02836613850285
6,-22.70875254750262,-31.04718342945319,0.16236902308782084,180.21101848103052,8,-22.758107896414778,-31.043803196044227
7,-23.651037721209594,-36.663501051641155,0.579421119329434,80.21096459228086,2,-23.645887332659537,-36.64209699503597
7,-23.651037721209594,-36.663501051641155,0.579421119329434,80.21096459228086,4,-23.630479836595836,-36.5931478945923
7,-23.651037721209594,-36.663501051641155,0.579421119329434,80.21096459228086,6,-23.62786097006494,-36.552865766650065
7,-23.651037721209594,-36.663501051641155,0.579421119329434,80.21096459228086,8,-23.63730629047379,-36.50645398980302
8,-29.17192079553985,-37.90822077553829,0.8749714803281143,106.71349409092699,2,-29.183778826649903,-37.83289382625571
8,-29.17192079553985,-37.90822077553829,0.8749714803281143,106.71349409092699,4,-29.19761624659802,-37.78034556539944
8,-29.17192079553985,-37.90822077553829,0.8749714803281143,106.71349409092699,6,-29.21344247616757,-37.72809356993565
8,-29.17192079553985,-37.90822077553829,0.8749714803281143,106.71349409092699,8,-29.22040067696411,-37.649301045193624
3,-22.866698433048796,-49.192630039782244,0.9362622052253531,343.0232133296825,2,-22.806993618131564,-49.215973684265066
3,-22.866698433048796,-49.192630039782244,0.9362622052253531,343.0232133296825,4,-22.751793490091828,-49.227668015996784
3,-22.866698433048796,-49.192630039782244,0.9362622052253531,343.0232133296825,6,-22.696281094450338,-49.25895088533623
3,-22.866698433048796,-49.192630039782244,0.9362622052253531,343.0232133296825,8,-22.632462877198385,-49.26371155919221
9,-29.71749055006921,-32.2387751554038,0.6275347495556391,194.83763146833766,2,-29.756994090283772,-32.25676100395577
9,-29.71749055006921,-32.2387751554038,0.6275347495556391,194.83763146833766,4,-29.80525572100091,-32.27452319135279
9,-29.71749055006921,-32.2387751554038,0.6275347495556391,194.83763146833766,6,-29.836590353814724,-32.27995893676192
9,-29.71749055006921,-32.2387751554038,0.6275347495556391,194.83763146833766,8,-29.87518329922715,-32.28204966972334
7,-28.707396563679318,-44.72515828705126,0.024527615042743978,13.448114261584285,2,-28.714096218764496,-44.72717918558007
7,-28.707396563679318,-44.72515828705126,0.024527615042743978,13.448114261584285,4,-28.709721583708028,-44.717502636166316
7,-28.707396563679318,-44.72515828705126,0.024527615042743978,13.448114261584285,6,-28.68397488764537,-44.72161647692066
7,-28.707396563679318,-44.72515828705126,0.024527615042743978,13.448114261584285,8,-28.710676918677116,-44.74321764669743
